-1.5199114084243774 -2.3991591930389404 7.692634105682373 -0.95886766910552979 -0.2268466055393219 -0.1706261932849884 82 84 87 0.94847047328948975
-1.5338828563690186 -1.8227033615112305 6.1975040435791016 -0.3073674738407135 0.95141643285751343 -0.018220588564872742 122 118 112 0.9102402925491333
17.723377227783203 -21.601827621459961 49.931549072265625 -0.94981163740158081 0.25159463286399841 -0.18589763343334198 205 198 179 0.93781584501266479
-0.10850988328456879 -4.6236367225646973 13.116175651550293 -0.97297930717468262 -0.080151155591011047 -0.21653413772583008 216 213 193 0.8001219630241394
-1.6619991064071655 -2.2074887752532959 7.3968300819396973 -0.088047809898853302 0.98923641443252563 -0.11687128245830536 96 107 91 0.98812341690063477
-0.066967591643333435 -4.6053290367126465 13.264328002929688 -0.8222770094871521 -0.38689082860946655 -0.41734403371810913 154 146 128 0.76122528314590454
-2.0106997489929199 -1.8423399925231934 6.6976327896118164 -0.9889863133430481 0.11434096097946167 -0.093980610370635986 114 115 106 0.88991528749465942
-1.9542499780654907 -1.7762339115142822 6.472564697265625 -0.5108293890953064 -0.61835163831710815 -0.59723919630050659 81 83 73 0.97828572988510132
-2.2508831024169922 -1.6619337797164917 6.3420677185058594 -0.064760327339172363 0.98702073097229004 -0.1469569057226181 81 85 77 0.96613389253616333
-2.2508831024169922 -1.6619337797164917 6.3420677185058594 -0.064760327339172363 0.98702073097229004 -0.1469569057226181 81 85 77 0.96613389253616333
-2.0848584175109863 -4.131622314453125 13.247098922729492 -0.28001859784126282 0.95305067300796509 -0.11525706946849823 251 251 228 0.95313447713851929
-0.25574928522109985 -4.3914728164672852 13.261368751525879 -0.47394213080406189 -0.60528451204299927 -0.63953852653503418 130 113 94 0.72085678577423096
-0.83286607265472412 -2.1282908916473389 7.2300820350646973 -0.30904173851013184 0.95098453760147095 0.011028096079826355 118 123 120 0.80667316913604736
-2.0241825580596924 -4.0472555160522461 13.300527572631836 -0.22171421349048615 0.96566450595855713 -0.135406494140625 188 186 175 0.98329770565032959
-2.5211780071258545 -1.7053017616271973 6.7598819732666016 -0.64767730236053467 0.7597506046295166 -0.05738559365272522 138 134 120 0.97612190246582031
-0.84487152099609375 -2.1199665069580078 7.2666025161743164 -0.87419223785400391 0.43431040644645691 0.21716931462287903 116 124 111 0.96622341871261597
-2.8289763927459717 -1.6884499788284302 6.9062623977661133 -0.34947073459625244 0.84759390354156494 -0.39931786060333252 94 92 87 0.94045978784561157
-2.4088313579559326 -1.7094000577926636 6.7923059463500977 -0.18319880962371826 0.97717034816741943 -0.1075928807258606 136 138 125 0.96963834762573242
0.34333726763725281 -2.3574237823486328 7.487943172454834 -0.93409049510955811 0.28450408577919006 0.21571414172649384 61 77 62 0.92787599563598633
0.34740915894508362 -2.3296451568603516 7.4447760581970215 -0.91616874933242798 0.340108722448349 0.21204002201557159 49 71 40 0.91813826560974121
-3.1211419105529785 -1.6233658790588379 6.9423818588256836 -0.13163807988166809 0.97876507043838501 -0.15713152289390564 90 91 88 0.99023061990737915
-2.693577766418457 -1.7060961723327637 7.0383520126342773 -0.30660411715507507 0.9483722448348999 -0.081141039729118347 145 142 130 0.93173813819885254
-3.3861002922058105 -1.8722213506698608 7.912501335144043 0.65312850475311279 0.44517064094543457 -0.61257350444793701 144 139 133 0.848297119140625
-3.140714168548584 -1.7353575229644775 7.5101923942565918 0.072129204869270325 0.96683073043823242 -0.2450220137834549 146 140 129 0.87907212972640991
-2.7039644718170166 -1.922322154045105 7.8466310501098633 -0.34708148241043091 0.9232630729675293 -0.16468116641044617 149 143 132 0.91493088006973267
-2.7067105770111084 -1.7377939224243164 7.2989292144775391 -0.46069768071174622 0.88417774438858032 -0.077377468347549438 144 132 120 0.93727833032608032
-0.80406647920608521 -2.0101795196533203 7.3214936256408691 -0.7657206654548645 0.4169975221157074 -0.48967841267585754 41 71 39 0.75436496734619141
-3.0379712581634521 -1.9073731899261475 8.0601701736450195 -0.050440713763237 0.94693708419799805 -0.31743651628494263 132 129 121 0.8120274543762207
-1.5369383096694946 -2.1252193450927734 8.2533063888549805 -0.82636237144470215 0.56216073036193848 0.033175855875015259 60 97 61 0.97364884614944458
